병원명,주소,전화번호,홈페이지URL,시도,진료과목,YKIHO,네이버플레이스URL,플레이스ID,구글검색URL
모아이의원,"서울특별시 강남구 테헤란로 401, 남경센타 13층 1호 (삼성동)",02-2039-2390,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,,,
모아트의원,"서울특별시 강남구 강남대로 626, 엠아이타워빌딩 4층 (신사동)",02-511-9966,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,,,
모앤블레스의원,"서울특별시 강남구 압구정로 208, 본경빌딩 3층 (신사동)",02-540-0011,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,,,
모앤제일의원,"서울특별시 강남구 테헤란로 111, 대건빌딩 3층 (역삼동)",02-557-3312,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz,,,
모에코의원,"서울특별시 서초구 서초대로 283, 남촌빌딩 5층 (서초동)",02-6258-8275,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,,,
모엠의원,"서울특별시 강남구 테헤란로 101, 이즈타워 5층 (역삼동)",02-552-0301,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,,,
모우다의원,"서울특별시 강남구 논현로 823, B&S빌딩 3층 (신사동)",02-6953-5890,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDgjJDgz,,,
모우림의원,"서울특별시 강남구 논현로 868, 구정빌딩 4층 401호 (신사동)",02-6952-7377,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,,,
모즈의원,"서울특별시 강남구 압구정로80길 33, 2,4층 (청담동)",02-545-1618,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,,,
모찌(MOCCI)의원,"서울특별시 서초구 강남대로 403, 10층 (서초동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,,,
모텐셜의원,"서울특별시 강남구 도산대로 415, 갤러리제이씨 3층 (청담동)",02-518-1023,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz,,,
모프로의원,"서울특별시 강남구 도산대로 157, 신웅타워2 3층 (신사동)",02-546-5824,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,,,
모힐의원,"서울특별시 강남구 논현로 833, 505호 (신사동, 재경빌딩)",1899-7527,www.moheal.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,,,
목동고운세상피부과의원,"서울특별시 양천구 오목로 281, 1층 (목동)",02-2607-4378,http://www.beautyforever.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,,,
목동깨비365의원,"서울특별시 양천구 목동중앙북로4길 6, 1층 (목동)",02-2138-0031,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,,,
목동닥터스피부과의원,"서울특별시 양천구 신목로 88, 5층 (신정동)",02-6953-1775,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,,,
목동리뉴의원,"서울특별시 양천구 등촌로 32, 목동 태영프라자 9층 (목동)",02-2652-0575,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
목동리더스피부과의원,"서울특별시 양천구 오목로 299, 목동트라팰리스 이스턴에비뉴 가로변상가 703,704호 (목동)",02-2605-2700,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjEyMjIjNTEjJDEjJDIjJDgz,,,
목동미소가인피부과의원,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 5층 (목동)",02-2643-9900,http://www.misogain.co.kr/intro/mokdong/index.jsp,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
목동사이렌의원,"서울특별시 양천구 등촌로 2, 202호 (목동)",02-2644-5572,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,,,
목동연세앤의원,"서울특별시 양천구 중앙로 253, 3층 (신정동)",02-2607-2221,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz,,,
목동제이의원,"서울특별시 강서구 등촌로 29, 기업은행화곡동지점 3층 일부호 (화곡동)",02-2644-6450,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,,,
목동톡스앤필의원,"서울특별시 양천구 신정중앙로 103, 4층 (신정동)",02-2692-1131,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,,,
몬스터의원,"서울특별시 강남구 압구정로30길 16, 아크힐즈16 4, 6층 (신사동)",02-543-2488,http://www.monsterclinic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,,,
무지개의원,"서울특별시 강남구 논현로 409, 2층 (역삼동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,,,
문상은피부과의원,"서울특별시 서초구 잠원로 94, 3층 (잠원동, 한신상가)",595-0700,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,,,
문의원,"서울특별시 강남구 논현로168길 40, 레아트문클리닉 타워 2,3층 (신사동)",02-3443-8979,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,,,
뮤여성의원,"서울특별시 동대문구 고미술로 81, 3층 (답십리동)",02-2241-7582,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,,,
뮤즈의원,"서울특별시 강남구 강남대로 452, 대연빌딩 2~5층 (역삼동)",02-1544-2994,http://museclinic.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,,,
뮤즈의원,"서울특별시 마포구 서강로 136, 아이비타워 7층 (노고산동)",02-2138-0991,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,,,
뮤즈의원,"서울특별시 중구 퇴계로 97, 고려대연각타워 3층 301호,302호 (충무로1가)",02-754-5599,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,,,
므두셀라의원,"서울특별시 강남구 논현로134길 15, 3~4층 (논현동)",02-6204-8180,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,,,
미다스의원,"서울특별시 용산구 새창로 217, 용산토투밸리 2층 (한강로2가)",02-794-3019,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,,,
미드나잇의원,"서울특별시 강남구 학동로20길 66, 2,3층 (논현동)",02-515-7585,https://www.midnightclinic.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz,,,
미드림피부과의원,"서울특별시 성동구 왕십리로 309, 304호 (행당동, 왕십리역이스타빌 )",02-2292-7700,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,,,
미라벨의원,"서울특별시 중구 동호로 163, 3층 301호 (신당동)",02-2038-0070,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,,,
미라젠의원,"서울특별시 강남구 선릉로 720, L빌딩 3층 (청담동)",02-6205-5600,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,,,
미라클의원,"서울특별시 송파구 송파대로 381, (석촌동, 5층)",02-416-7582,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz,,,
미래365연합의원,"서울특별시 양천구 곰달래로5길 17, 신월프라자 103,104,105,109호 (신월동)",02-2699-8110,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjODEjJDEjJDYjJDgz,,,
미래셀의원,"서울특별시 영등포구 양평로 133, 5,6,9층 (양평동5가)",02-2634-4300,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,,,
미래의원,"서울특별시 동대문구 왕산로 20, 3층 (신설동)",02-929-3200,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjODEjJDEjJDYjJDgz,,,
미래의원,"서울특별시 성북구 종암로 132, 2층 204호 (종암동, 우림카이저팰리스)",02-942-1945,http://www.miraeskin.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,,,
미래의원,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",02-900-4255,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,,,
미래의원,"서울특별시 종로구 종로41길 49, 2층 (종로6가)",02-742-6662,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,,,
미랩의원,"서울특별시 강남구 선릉로157길 24, 3층 (신사동)",544-0030,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz,,,
미러의원,"서울특별시 송파구 송파대로 111, 205동 411,412호 (문정동, 파크하비오 하비오타워)",02-400-8077,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,,,
미모던피부과의원,"서울특별시 강남구 광평로 280, 로즈데일오피스텔 2층 205호 (수서동)",02-6207-5238,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,,,
미모드림의원,"서울특별시 강동구 올림픽로 660, 303,304호 (천호동, 천호엘크루주상복합)",02-2038-2707,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,,,
미모아피부과의원,"서울특별시 강동구 양재대로 1325, (성내동)",02-484-3463,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,,,
미몽피부과의원,"서울특별시 동대문구 이문로 30, 3층 (휘경동)",02-957-7537,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,,,
미사랑의원,"서울특별시 금천구 시흥대로 187, 2,3층 (시흥동)",02-805-5110,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,,,
미샹떼의원,"서울특별시 강남구 논현로 826, 제이와이(JY빌딩) 5층 (신사동)",02-5664-7588,http://www.cosmetic.or.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
미서울의원,"서울특별시 강남구 강남대로 376, 9층 (역삼동)",02-533-9010,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,,,
미셀의원,"서울특별시 양천구 등촌로 6, 2층 (목동, 상지빌딩)",02-2642-1130,http://mecell.net/#,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,,,
미소가인피부과의원,"서울특별시 마포구 마포대로 68, 602호 (도화동, 마포아크로타워)",02-704-9077,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNDEjJDEjJDQjJDgz,,,
미소가인피부과의원,"서울특별시 서초구 방배로 84, 5층 (방배동, 유성빌딩)",586-5100,http://www.misogain.co.kr/intro/bangbae/map.jsp,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,,,
미소가인피부과의원,"서울특별시 강남구 영동대로 602, 3층 301호 (삼성동, 삼성동 미켈란 107)",02-545-3324,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,,,
미소가인피부과의원,"서울특별시 은평구 통일로 1080, 은평뉴타운솔하임 A동 2층 202,203-1호 (진관동)",02-387-7579,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,,,
미소미의원,"서울특별시 영등포구 경인로 841, 영등포우체국 5층 (영등포동4가)",02-2068-1172,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,,,
미소안피부과의원,"서울특별시 강남구 봉은사로 213, 4층 (논현동, 센트럴타워)",02-514-2561,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,,,
미소앤유의원,"서울특별시 동작구 사당로 230-1, 4층 (사당동, 미래빌딩)",02-523-3575,www.minuclinic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,,,
미소연피부과의원,"서울특별시 서초구 동작대로 120, 성산빌딩 4층 401호 (방배동)",02-593-4187,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,,,
미소지앤의원,"서울특별시 은평구 통일로67길 3, 6층 (대조동)",02-376-7572,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNzEjJDEjJDgjJDgz,,,
미소지인의원,"서울특별시 용산구 한강대로 283, (갈월동, 시티파크타워)",02-718-5004,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,,,
미소진의원,"서울특별시 동대문구 휘경로3길 4, (이문동)",02-963-0901,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNTEjJDEjJDYjJDgz,,,
미소퀸의원,"서울특별시 강서구 방화동로 45, (방화동)",02-2665-7587,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
미아사거리톡스앤필의원,"서울특별시 강북구 도봉로 34, 2층 (미아동, 트레지오빌딩)",02-983-7585,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,,,
미아중앙의원,"서울특별시 강북구 오패산로52길 52, 용빌딩 1층 (미아동)",02-982-7890,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,,,
미애로여성의원,"서울특별시 중구 다산로 132, 4층 (신당동)",02-2233-6992,http://www.miaerojoa.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,,,
미애로여성의원,"서울특별시 강동구 올림픽로 782, (암사동, 501타워)",02-426-0785,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQyIyQ5IyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz,,,
미애로여성의원,"서울특별시 강북구 도봉로 332, 4층 (번동, 홍승빌딩)",02-996-4500,http://www.miaerosu.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,,,
미애로여성의원,"서울특별시 중랑구 신내로 72, 원빌딩 4층 북측호 (신내동)",02-3422-3378,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,,,
미앤라인의원,"서울특별시 관악구 난곡로 220, (신림동, 세이브마트)",02-858-5111,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,,,
미앤미의원,"서울특별시 강북구 도봉로 324, 6층 (번동, 글로리타워)",02-999-1101,http://www.y365.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,,,
미앤미의원,"서울특별시 강동구 올림픽로 651, 4층 (천호동, 예경빌딩)",470-1175,http://www.mipretty.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,,,
미앤미의원,"서울특별시 관악구 남부순환로 1801, 6층 (봉천동)",02-877-8160,http://www.sjnunco.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,,,
미앤미의원,"서울특별시 노원구 동일로 1401, 6층 (상계동, 상아빌딩)",934-1111,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,,,
미앤슬현대의원,"서울특별시 강서구 공항대로 18-1, 102, 103, 104호 (공항동, 이스카이오피스텔)",02-2662-9819,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz,,,
미앤아이의원,"서울특별시 마포구 망원로8길 39, 2층 (망원동)",02-2061-6588,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,,,
미앤아이의원,"서울특별시 서초구 방배로 76, 머리재빌딩 207,203일부호 (방배동)",523-7988,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,,,
미앤영의원,"서울특별시 금천구 시흥대로 399, 415호 (독산동, 시티렉스)",02-803-7582,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz,,,
미앤지의원,"서울특별시 중랑구 면목로39길 8, 한성빌딩 7층 (면목동)",02-433-0107,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,,,
미엘르의원,"서울특별시 서초구 강남대로79길 16, 4층 (반포동)",541-1050,http://www.mielleclinic.net,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,,,
미엘르의원,"서울특별시 영등포구 영중로 6, (영등포동3가)",02-2636-1240,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,,,
미엘르인청담의원,"서울특별시 강남구 도산대로 415, 갤러리제이씨 2층 (청담동)",02-544-0110,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,,,
미엘피부과의원(강서),"서울특별시 강서구 강서로 242, 4층 406,407호 (화곡동, 강서힐스테이트)",02-2697-8900,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
미의원,"서울특별시 서초구 서초대로77길 9, 강남 누드죤빌딩 12층 (서초동)",02-532-5541,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
미인도의원,"서울특별시 강남구 강남대로 548, 건우빌딩 6층 (논현동)",02-545-6634,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,,,
미인동안의원,"서울특별시 양천구 공항대로 532, 3층 (목동)",02-2651-3407,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,,,
미인의원,"서울특별시 구로구 구로중앙로31길 34, 4층일부,5층 (구로동)",02-858-6008,miinclinic.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz,,,
미인피부과의원,"서울특별시 강남구 압구정로 461, 210호 (청담동, 네이처 포엠)",02-594-3375,http://www.meinclinic.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,,,
미자인의원,"서울특별시 강남구 논현로 803, 4층 (신사동)",1599-3008,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQyIyQ3IyQwMCQzNjE0ODEjNjEjJDEjJDQjJDgz,,,
미즈앤미여성의원,"서울특별시 서대문구 응암로 55, (북가좌동)",02-303-6399,http://www.baedoctor.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz,,,
미즈여성의원,"서울특별시 동작구 보라매로 113, (대방동)",02-815-6800,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,,,
미즈의원,"서울특별시 은평구 연서로 246, 4층 (불광동, 타워크리닉)",02-358-3535,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
